,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,dislikeCount,favouriteCount,commentCount,duration,definition,caption,publishedDaytime,durationSecs,tagCount,title_no_stopwords
575,LXPFrGuD7Uo,Christian Dior,Dior J'adore - The new eau de parfum Infinissime,"J’ADORE – THE NEW EAU DE PARFUM INFINISSIME
A new fragrance as an ode to women, all women, stronger together as one. Sure of themselves and their infinite power.
#diorparfums #diorjadore","['Dior', 'Christian Dior', '2019']",2020-09-01 17:14:29+00:00,894811.0,5478.0,,,16.0,PT15S,hd,true,Tuesday,15.0,3,"['Dior', ""J'adore"", '-', 'The', 'new', 'eau', 'de', 'parfum', 'Infinissime']"
576,_HDIcCiWg80,Christian Dior,J’adore eau de parfum infinissime – Charlize Theron’s interview,"J’ADORE – THE NEW EAU DE PARFUM INFINISSIME
At the occasion of the launch of the new J’adore eau de parfum Infinissime, Charlize Theron tells about the confidence and the pleasure she gets through wearing her fragrance.","['Dior', 'Christian Dior', '2019']",2020-09-01 17:14:15+00:00,24123.0,609.0,,,1.0,PT1M7S,hd,true,Tuesday,67.0,3,"['J’adore', 'eau', 'de', 'parfum', 'infinissime', '–', 'Charlize', 'Theron’s', 'interview']"
577,Hyyt04IxTzA,Christian Dior,Spellbinding Dior lucky charms,"A celebration of life’s joys, Dior Joaillerie creations are intended to be kept close, like treasured secrets. Gold necklaces, rings and earrings are adorned with diamonds and ornamental stones, as worn here by actress and model Cara Delevingne. From the ‘Rose des Vents’ collection’s emblematic wind rose to the ‘Mimirose’ and ‘Rose Celeste’ inspired by Monsieur Dior’s superstitious nature, these precious charms are designed to be collected, accumulated, and mixed and matched.","['Dior', 'Christian Dior', '2019']",2020-08-24 07:30:01+00:00,23049.0,795.0,,,18.0,PT11S,hd,false,Monday,11.0,3,"['Spellbinding', 'Dior', 'lucky', 'charms']"
578,XbfO9L8Bb-Q,Christian Dior,Jisoo wears Dior Autumn-Winter 2020-2021,"Stepping out of a carriage wearing the new knitted version of the iconic Bar jacket and J’Adior pumps from Autumn-Winter 2020-2021 by Maria Grazia Chiuri, Jisoo from Blackpink makes her way into the enchantment of a flower-filled maze in this short film by L’extreme for Dazed Korea. With its sleek, feminine contours and modern versatility, she carries an assortment of must-have Bobby bags in new colors and finishes, from Dior Oblique canvas to refined leather hues, all available in boutiques with the collection in September.","['Dior', 'Christian Dior', '2019']",2020-08-19 08:00:09+00:00,2802885.0,235923.0,,,10912.0,PT54S,hd,false,Wednesday,54.0,3,"['Jisoo', 'wears', 'Dior', 'Autumn-Winter', '2020-2021']"
579,5M06lC5trK4,Christian Dior,DIOR PARFUMS - The Scent of Summer,"The satisfaction of the sun going up as it goes down as powerful as it starts, it ends...
The unbound scent of summer,
I stand there and remember.","['Dior', 'Christian Dior', '2019']",2020-08-10 08:14:04+00:00,30709.0,997.0,,,0.0,PT1M50S,hd,false,Monday,110.0,3,"['DIOR', 'PARFUMS', '-', 'The', 'Scent', 'Summer']"
580,rgtTpcjrRX0,Christian Dior,Victoire de Castellane on ‘Tie & Dior’,"Creative Director of Dior Joaillerie, Victoire de Castellane discusses the new ‘Tie & Dior’ high jewelry collection, inspired by the tie-dye textile technique. This translated into a fabulous rainbow of precious stones, segueing from one striking shade to the next, in a mixture of cuts and carats, outlined with twinkling white diamonds, and heightened with the addition of pearls in unusual shades. Maria Grazia Chiuri, Creative Director of Women’s collections, designed a corresponding line-up of draped dresses in single dégradé colors specially for the unveiling at an exclusive event in Shanghai.","['Dior', 'Christian Dior', '2019']",2020-08-01 09:17:49+00:00,27572.0,813.0,,,23.0,PT1M35S,hd,true,Saturday,95.0,3,"['Victoire', 'de', 'Castellane', '‘Tie', '&', 'Dior’']"
581,kSbXuhlHdIs,Christian Dior,An intimate look at 'Christian Dior: Designer of Dreams' in Shanghai,"After wowing more than 200,000 visitors with its magic, take a tour of the recent 'Christian Dior: Designer of Dreams' retrospective held at Long Museum West Bund in Shanghai, a celebration of the visionary audacity of Christian Dior and his successors who have reinvented the Dior dream.
© Numéro 219, Haute Couture Autumn-Winter 2019, Dior by Maria Grazia Chiuri in collaboration with Penny Slinger.","['Dior', 'Christian Dior', '2019']",2020-07-29 18:07:18+00:00,178993.0,5248.0,,,89.0,PT14M32S,hd,true,Wednesday,872.0,3,"['An', 'intimate', 'look', ""'Christian"", 'Dior:', 'Designer', ""Dreams'"", 'Shanghai']"
582,CQDHwMoATNM,Christian Dior,Embroideries of Stone – Discovering the treasures of Puglia with Chiara Ferragni and IF Experience,"Ahead of the unveiling of the Dior Cruise 2021 collection by Maria Grazia Chiuri, digital entrepreneur and House friend Chiara Ferragni went on a captivating tour of Puglia, the southern Italian region that inspired the collection. At the crossroads of multiple civilizations and cultures for millennia, in towns such as Taranto and the baroque splendor of Lecce, in which the show took place, she uncovers their beauty and enduring influence of the repeated meeting between west and east, from spectacular church murals to the delicate gold of antiquity, from traditional weaving to music and song.","['Dior', 'Christian Dior', '2019']",2020-07-27 15:52:58+00:00,47044.0,1147.0,,,19.0,PT5M45S,hd,true,Monday,345.0,3,"['Embroideries', 'Stone', '–', 'Discovering', 'treasures', 'Puglia', 'Chiara', 'Ferragni', 'IF', 'Experience']"
583,71pTAb8Oo-Q,Christian Dior,Traditional Weaving Savoir-Faire,"Specially produced by Tessitura Calabrese in Puglia, a small, family-owned mill that upholds traditional weaving techniques, a natural cotton tote bag captures the savoir-faire essence and regional inspirations of the Dior Cruise 2021 collection by Maria Grazia Chiuri, unveiled in the nearby city of Lecce.
© Film by Edoardo Winspeare","['Dior', 'Christian Dior', '2019']",2020-07-27 13:00:02+00:00,31397.0,1083.0,,,23.0,PT3M37S,hd,true,Monday,217.0,3,"['Traditional', 'Weaving', 'Savoir-Faire']"
584,P6D2JdusED0,Christian Dior,A story shaped in clay,"Based in the historical southern Italian city of Lecce, master ceramicist Agostino Branca and the skilled members of his specialist workshop translate the area’s native flora and mystical tarot symbols - joint inspirations and motifs from the Dior Cruise 2021 collection by Maria Grazia Chiuri - onto hand-painted plates as part of a unique Dior Maison collaboration.
© Film by Edoardo Winspeare","['Dior', 'Christian Dior', '2019']",2020-07-27 07:34:36+00:00,19298.0,636.0,,,17.0,PT2M28S,hd,true,Monday,148.0,3,"['A', 'story', 'shaped', 'clay']"
585,Ko7BfsL66u8,Christian Dior,Traditional Textile Savoir-Faire,"Promoting and dynamizing the Puglia region through the teaching of traditional crafts and responsible culture, Fondazione Le Costantine, which was founded by women, produced a number of fabrics, in typical two-color style, for the Dior Cruise 2021 collection by Maria Grazia Chiuri.","['Dior', 'Christian Dior', '2019']",2020-07-26 06:30:00+00:00,47044.0,1317.0,,,27.0,PT2M15S,hd,true,Sunday,135.0,3,"['Traditional', 'Textile', 'Savoir-Faire']"
586,w3pK57hsAFM,Christian Dior,Tombolo Lace Savoir-Faire,"Requiring immense feats of manual dexterity and patience, the slow and meticulous craft of lace making native to Puglia is known as 'tombolo'. Still recovering from the shock of receiving a phone call to collaborate on the Cruise 2021 collection by Maria Grazia Chiuri, Marilena Sparasci is a virtuoso when it comes to making its delicate motifs.
© Film by Edoardo Winspeare","['Dior', 'Christian Dior', '2019']",2020-07-25 16:00:22+00:00,147186.0,5686.0,,,68.0,PT2M44S,hd,true,Saturday,164.0,3,"['Tombolo', 'Lace', 'Savoir-Faire']"
587,WjBBD9oE1iY,Christian Dior,Artist Pietro Ruffo looks to nature,"The next step in an ongoing creative exchange, the Dior Cruise 2021 collection marked a fresh collaboration between Maria Grazia Chiuri and artist Pietro Ruffo. With the region of Puglia the overriding inspiration, the Italian artist produced a multitude of foliate and astrological motifs, reflecting humankind’s interactions with nature.  
© Film by Edoardo Winspeare","['Dior', 'Christian Dior', '2019']",2020-07-25 09:00:07+00:00,34088.0,1435.0,,,20.0,PT2M48S,hd,true,Saturday,168.0,3,"['Artist', 'Pietro', 'Ruffo', 'looks', 'nature']"
588,n6ukyWO2tFU,Christian Dior,Maria Grazia Chiuri on Dior Cruise 2021,"During the countdown to the Dior Cruise 2021 show held in Lecce, Maria Grazia Chiuri spoke about the motivations behind her choosing the Italian region of Puglia as inspiration for the collection. Not only is it a place where she has deep family roots, but she is also very connected to and admirative of its traditions and savoir-faire, something she sought to develop and highlight in the collection and show, both of which represent highly important and symbolic collaborations.
© Film by Edoardo Winspeare","['Dior', 'Christian Dior', '2019']",2020-07-24 08:32:45+00:00,68853.0,2041.0,,,71.0,PT4M42S,hd,true,Friday,282.0,3,"['Maria', 'Grazia', 'Chiuri', 'Dior', 'Cruise', '2021']"
589,PNH0GqOpWrI,Christian Dior,Constructing the Cruise 2021 show set,"As the historical Italian city of Lecce, a jewel of the Puglia region, readies for the unveiling of the Dior Cruise 2021 collection by Maria Grazia Chiuri, take a speeded-up look at the realization of the show set on the Piazza del Duomo.","['Dior', 'Christian Dior', '2019']",2020-07-23 13:58:37+00:00,12516.0,420.0,,,14.0,PT44S,hd,false,Thursday,44.0,3,"['Constructing', 'Cruise', '2021', 'show', 'set']"
590,T5pBRKED0Bc,Christian Dior,Dior Cruise 2021 Collection,"Watch the Dior Cruise 2021 show from Maria Grazia Chiuri in its entirety, unveiled in a spectacular setting in the historical Italian city of Lecce, and a celebration of the beauty, history and tradition of the surrounding region, Puglia.",,2020-07-22 19:29:42+00:00,1842464.0,19487.0,,,1350.0,PT18M47S,hd,false,Wednesday,1127.0,0,"['Dior', 'Cruise', '2021', 'Collection']"
591,kW0rlNuQxJA,Christian Dior,The land that inspired the Cruise 2021 collection,"In south-eastern Italy, Puglia is a land dense with history, where a mix of architectural styles testify to influences from ancient Rome to the Baroque and beyond. Watch as some of the locals explain what makes their region so special in this film heralding the unveiling of the Dior Cruise 2021 collection by Maria Grazia Chiuri, who traces her paternal roots to this singular setting, in an audience-free show in Lecce on July 22 at 8:45pm CET to discover here or on Dior.com.
© Film by Edoardo Winspeare","['Dior', 'Christian Dior', '2019']",2020-07-22 07:34:48+00:00,59596.0,1560.0,,,43.0,PT4M5S,hd,true,Wednesday,245.0,3,"['The', 'land', 'inspired', 'Cruise', '2021', 'collection']"
592,2SZpxa5JwRE,Christian Dior,Amoako Boafo gets online with Idris Elba,"Following his months-long collaboration on the Dior men's Summer 2021 collection with Kim Jones, Ghanaian artist Amoako Boafo chats via Skype with the internationally renowned actor and DJ Idris Elba, a friend of the men's Artistic Director. In a laughter-filled exchange, they discuss their respective creative processes, the place of fashion in their lives, their common heritage, and exploring musical desires.

#DIOR #DiorSummer21 #KimJones #AmoakoBoafo #IdrisElba","['Dior', 'Christian Dior', 'Dior Men Summer 2021', 'Men Summer 2021', 'Men Summer', 'Dior Men Summer', ""Men's collection"", 'Fashion', 'Amoako Boafo', 'Idris Elba', 'Luxury', 'Ready-to-wear']",2020-07-17 08:00:00+00:00,12654.0,289.0,,,9.0,PT10M14S,hd,true,Friday,614.0,12,"['Amoako', 'Boafo', 'gets', 'online', 'Idris', 'Elba']"
593,5HrJxSUQL2Y,Christian Dior,'Dior Bobby' Bag Savoir-Faire,"Discover the exceptional savoir-faire represented by the new Fall 2020 'Dior Bobby' flap bag, designed by Maria Grazia Chiuri. In silky smooth box leather, its contemporary contours shape an incontrovertibly feminine form. Brought to life in the Dior ateliers, it celebrates House codes such as the 'CD' initials atop the concealed magnetic clasp and, on the back, the hand-embossed '30 Montaigne' referencing the House's legendary Paris address.

#DIOR #DiorSavoirFaire","['Dior', 'Christian Dior', '2019']",2020-07-16 14:00:10+00:00,1864269.0,21210.0,,,200.0,PT1M9S,hd,false,Thursday,69.0,3,"[""'Dior"", ""Bobby'"", 'Bag', 'Savoir-Faire']"
594,mZhFQP6bwgs,Christian Dior,Dior Men's Summer 2021 Accessories,"Discover a selection of the key bags and shoes from the Dior men's Summer 2021 collection by Kim Jones in collaboration with Ghanaian artist Amoako Boafo, from updates on the iconic 'Saddle' bag and the 'B23' sneaker with a fluorescent yellow jolt, to the new 'Dior Atlas' sandal and the glossy leather 'Dior Explorer' boot embossed with the 'Dior Oblique' motif.

#DIOR #DiorSummer21 #KimJones #AmoakoBoafo #DiorOblique #DiorSaddle","['Dior', 'Christian Dior', 'Dior Men Summer 2021', 'Men Summer 2021', 'Men Summer', 'Dior Men Summer', ""Men's collection"", 'Kim Jones', 'Amoako Boafo', 'Dior Saddle', 'Dior Atlas', 'Fashion', 'ready-to-wear', 'bags', 'leather goods', 'Dior Oblique', 'Accessories']",2020-07-15 11:16:41+00:00,44065.0,987.0,,,33.0,PT30S,hd,false,Wednesday,30.0,17,"['Dior', ""Men's"", 'Summer', '2021', 'Accessories']"
595,DXl-97qwHV8,Christian Dior,Tailoring savoir-faire secrets,"A key element of Dior savoir-faire since the very beginning has been its tailoring excellence. In the Dior men’s Summer 2021 collection by Kim Jones in collaboration with Ghanaian artist Amoako Boafo, the tradition continues with an innovative reworking of a frock coat with braid trim accents.After passing the toile stage, the coat is carefully canvassed to provide structure and a sense of movement that will allow it to adapt to the wearer's body over time. Self-covered buttons are drawn from Monsieur Dior's iconic 'Bar' suit, the emblem of the New Look.

#DIOR #DiorSummer21 #DiorSavoirFaire #KimJones #AmoakoBoafo","['Dior', 'Christian Dior', 'Dior Men Summer 2021', 'Men Summer 2021', 'Men Summer', 'Dior Men Summer', ""Men's collection"", 'Kim Jones', 'Amoako Boafo', 'Savoir-Faire', 'Dior Savoir-faire', 'Know-how', 'Fashion']",2020-07-14 15:57:51+00:00,59925.0,1522.0,,,27.0,PT1M2S,hd,true,Tuesday,62.0,13,"['Tailoring', 'savoir-faire', 'secrets']"
596,k9gAIS2fyMQ,Christian Dior,Dior Men’s Summer 2021 Looks,"Get up close and personal with the Dior men's Summer 2021 collection designed by Kim Jones in conjunction with Ghanaian artist Amoako Boafo, in an atmospheric short film directed by Jackie Nickerson.","['Dior', 'Christian Dior', '2019']",2020-07-13 17:13:56+00:00,18474.0,537.0,,,17.0,PT59S,hd,false,Monday,59.0,3,"['Dior', 'Men’s', 'Summer', '2021', 'Looks']"
597,FL_g906Ov9Y,Christian Dior,Dior Men's Summer 2021 Collection,"Discover the Dior men's Summer 2021 collection designed by Kim Jones in collaboration with Ghanaian artist Amoako Boafo. Having spent his childhood in Africa, the formative source of his images of life, for the men's Artistic Director this months-long exchange with the Ghanaian painter begun in 2019 represents the realization of a long-held dream of working with an African contemporary artist, a symbiotic creative relationship revealed in Act I - 'Portrait of an Artist', a film edited and soundtracked by Chris Cunningham, and Act II, directed by Jackie Nickerson, Music by Max Richter.

#DIOR #DiorSummer21 #KimJones #AmoakoBoafo","['Dior', 'Christian Dior', 'Dior Men Summer 2021', 'Men Summer 2021', 'Men Summer', ""Men's collection"", 'Kim Jones', 'Fashion', 'Ready-to-wear', 'Fashion Show', 'Amoako Boafo']",2020-07-13 12:30:10+00:00,237988.0,4975.0,,,159.0,PT10M3S,hd,true,Monday,603.0,11,"['Dior', ""Men's"", 'Summer', '2021', 'Collection']"
598,IRZA13Ag-U0,Christian Dior,The savoir-faire of pictorial patchwork,"Just one of the many examples of inventive Dior savoir-faire excellence in the Dior men’s Summer 2021 collection by Kim Jones in collaboration with Ghanaian artist Amoako Boafo, complex puzzles of fabric are shaped and trimmed with braid to delineate the silhouette of one of the elegant subjects in the painter’s works.

#DIOR #DiorSummer21 #KimJones #AmoakoBoafo","['Dior', 'Christian Dior', 'Dior Men Summer 2021', 'Men Summer 2021', 'Men Summer', ""Men's collection"", 'Kim Jones', 'Savoir-faire', 'Dior Savoir-faire', 'know-how', 'Fashion', 'luxury', 'patchwork', 'Amoako Boafo']",2020-07-13 08:30:12+00:00,49307.0,1477.0,,,24.0,PT1M2S,hd,true,Monday,62.0,14,"['The', 'savoir-faire', 'pictorial', 'patchwork']"
599,d-_A6SB-eJU,Christian Dior,Travis Scott models the Air Dior line,"Fusing basketball culture with sartorial sophistication, the Air Dior collection by Kim Jones draws on the heritage of both Dior and Jordan Brand, and is worn here by multifaceted artist Travis Scott. Inspired by the style of basketball legend Michael Jordan, and in a highly refined palette, the collaboration debuted with the high-top version of the ‘Air Jordan 1 OG Dior’ sneakers that appeared in the Fall 2020 show held in Miami.","['Dior', 'Christian Dior', '2019']",2020-07-09 14:21:54+00:00,1500427.0,63657.0,,,113.0,PT36S,hd,false,Thursday,36.0,3,"['Travis', 'Scott', 'models', 'Air', 'Dior', 'line']"
600,0J8YW9K8qGU,Christian Dior,Savoir-faire of the Dior Autumn-Winter 2020-2021 Haute Couture,"See inside the secret world of the ateliers at 30 Avenue Montaigne in Paris to discover some of the extraordinary savoir-faire behind the Autumn-Winter 2020-2021 Haute Couture collection by Maria Grazia Chiuri, discoverable on.dior.com/couture-aw2021. Produced as both 55cm-tall miniatures and in regular size, with the intense attention to detail the same for both, the realization of each look posed specific and sometimes significant challenges.

#DIOR #DiorCouture #DiorSavoirFaire #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Couture', 'Haute Couture', 'Autumn-Winter', 'Autumn-Winter 2021', 'Maria Grazia Chiuri', '30 Montaigne', 'Fashion Show', ""Women's collection"", 'Dior Savoir-Faire', 'Savoir-Faire', 'Couture']",2020-07-09 07:39:44+00:00,4270156.0,157489.0,,,352.0,PT3M40S,hd,true,Thursday,220.0,13,"['Savoir-faire', 'Dior', 'Autumn-Winter', '2020-2021', 'Haute', 'Couture']"
601,3Lf3bbYcNd4,Christian Dior,Air Dior Limited-edition Sneakers and Capsule Collection,"Discover the story behind the creation of the limited-edition Air Jordan 1 High OG Dior sneakers, the result of a collaboration between Dior and Kim Jones and Jordan Brand. The men’s Artistic Director shows how his passion for the fabled Air Jordan was translated using Dior savoir-faire, codes such as the Dior gray and Dior Oblique motif, and obsessive attention to detail into a new icon, along with a capsule of ready-to-wear and accessories, photographed on rapper Travis Scott.","['Dior', 'Christian Dior', '2019']",2020-07-08 13:37:26+00:00,4809835.0,99281.0,,,259.0,PT3M11S,hd,true,Wednesday,191.0,3,"['Air', 'Dior', 'Limited-edition', 'Sneakers', 'Capsule', 'Collection']"
602,6xfMgWUnU5s,Christian Dior,Maison Christian Dior - The Roses,"For #MaisonChristianDior we use all kinds of roses, there’s no limit to Dior Perfumer-Creator Francois Demachy’s imagination to create a fragrance. From the fresh and peppery rose notes of Rose Gipsy to the strong, spicy, animal notes of Oud Ispahan. 
From Rose Kabuki with its extremely powdery rosy note inspired by the immaculate makeup of traditional Japanese Kabuki theater to the amber note mixed with delicate velvet of Turkish rose in Ambre Nuit.

Which MCD rose is your pick?

More on: http://www.dior.com/
Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2019']",2020-07-07 15:31:04+00:00,12380.0,383.0,,,10.0,PT1M,hd,true,Tuesday,60.0,3,"['Maison', 'Christian', 'Dior', '-', 'The', 'Roses']"
603,BTOkxUMwXS8,Christian Dior,Matteo Garrone on capturing the magic of Dior Autumn-Winter 2020-2021 Haute Couture,"Portraying the Autumn-Winter 2020-2021 Haute Couture by Maria Grazia Chiuri - discoverable on.dior.com/couture-aw2021 - in the form of an exclusively created film, Italian director Matteo Garrone tapped into his love of myth and magic and his past as a painter to spin a fantastical fable in which the collection itself is the true protagonist.

#DIOR #DiorCouture #MariaGraziaChiuri #MatteoGarrone","['Dior', 'Christian Dior', 'Dior Couture', 'Haute Couture', 'Maria Grazia Chiuri', 'Matteo Garrone', 'Autumn-Winter', 'Autumn-Winter 2021', 'Fashion Show']",2020-07-06 16:00:04+00:00,20300.0,776.0,,,21.0,PT2M6S,hd,true,Monday,126.0,9,"['Matteo', 'Garrone', 'capturing', 'magic', 'Dior', 'Autumn-Winter', '2020-2021', 'Haute', 'Couture']"
604,ZK1hGDkSGJY,Christian Dior,The cinematic backstory to Dior Autumn-Winter 2020-2021 Haute Couture,"For Autumn-Winter 2020-2021 Haute Couture, discoverable on.dior.com/couture-aw2021, Maria Grazia Chiuri called on director Matteo Garrone to create a film that would capture the magic and wonder of the Dior dream. She discusses the creative common ground that exists between the worlds of cinema and couture, and speaks about the inspirations behind the ingeniously presented collection, from female Surrealists to the enchantment of the historical Théâtre de la Mode touring exhibition.

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Couture', 'Haute Couture', 'Maria Grazia Chiuri', 'Autumn-Winter', 'Autumn-Winter 2021', 'Fashion Show', ""Women's collection""]",2020-07-06 13:00:10+00:00,48582.0,1728.0,,,32.0,PT2M45S,hd,true,Monday,165.0,9,"['The', 'cinematic', 'backstory', 'Dior', 'Autumn-Winter', '2020-2021', 'Haute', 'Couture']"
605,yxBFwqRbI8c,Christian Dior,Dior Autumn-Winter 2020-2021 Haute Couture,"Get ready to experience the unveiling of the Autumn-Winter 2020-2021 Haute Couture collection by Maria Grazia Chiuri, showcased in an exclusive film directed by Matteo Garrone.

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Couture', 'Haute Couture', ""Women's collection"", 'Maria Grazia Chiuri', 'Autumn-Winter', 'Autumn-Winter 2021', 'Fashion Show']",2020-07-06 12:30:10+00:00,1891113.0,90423.0,,,1342.0,PT14M43S,hd,false,Monday,883.0,9,"['Dior', 'Autumn-Winter', '2020-2021', 'Haute', 'Couture']"
606,PUEouW79cr0,Christian Dior,ABCDior Personalization Savoir-Faire,"A service exclusive to the House, and available in selected Dior boutiques, ABCDior personalization has been extended to the new creations in the Spring-Summer 2020 collection by Maria Grazia Chiuri. From the must-have 'Lady D-Lite' to the 'Dior Saddle', reimagined in a blue camouflage version with fil coupé fringing, from the cotton baseball cap to the iconic 'J’Adior' pump, the embroidered lettering of your choice will render each of the pieces truly unique.

#DIOR #DiorSavoirFaire","['Dior', 'Christian Dior', '2019']",2020-07-02 10:03:12+00:00,30938.0,696.0,,,7.0,PT29S,hd,false,Thursday,29.0,3,"['ABCDior', 'Personalization', 'Savoir-Faire']"
607,-JjJv0-YkZY,Christian Dior,The ‘Dioriviera’ capsule call of summer,"A warm celebration of la dolce vita, the spirit of summer infuses the ‘Dioriviera’ capsule collection designed by Maria Grazia Chiuri. In a medley of sailor stripes and iconic toile de Jouy reinterpreted as a pastel bestiary, this evocative wardrobe featuring sunny essentials from floaty dresses and swimsuits, to ‘Granville’ espadrilles, ‘Dior Book Tote’ bags and ‘30 Montaigne’ sunglasses, is joined by cheerful pieces from the Dior Maison collection, including cushions, a deck chair and a surfboard.","['Dior', 'Christian Dior', '2019']",2020-06-30 08:06:06+00:00,12583.0,448.0,,,10.0,PT1M37S,hd,false,Tuesday,97.0,3,"['The', '‘Dioriviera’', 'capsule', 'call', 'summer']"
608,9VEPlRYV3ng,Christian Dior,Dior Untold - Podcast Episode 1: DIOR IN BLOOM,"Listen to the very first Podcast episode, “Dior in Bloom” that takes you on an inside journey into the magical, eventful story of the genius creator himself, Christian Dior. If Dior Perfumes could talk...","['Dior', 'Christian Dior', '2019']",2020-06-29 07:53:11+00:00,13169.0,446.0,,,9.0,PT23M17S,hd,true,Monday,1397.0,3,"['Dior', 'Untold', '-', 'Podcast', 'Episode', '1:', 'DIOR', 'IN', 'BLOOM']"
609,qw04AQpeXY0,Christian Dior,Maria Grazia Chiuri & Brigitte Niedermair on the Dior Fall 2020 Campaign,"Maria Grazia Chiuri sits down with Brigitte Niedermair to discuss the photographer's shooting and art direction of the Fall 2020 campaign, featuring actress and muse Jennifer Lawrence. A frequent House collaborator, Niedermair brings an atypical intimacy and strength to her portrayals of femininity, and her work for the new campaign has all the spare, studied elegance of the purest still lifes. To discover more about her unique approach, listen to her interview as part of the series 'The Female Gaze' on https://podcasts.dior.com/","['Dior', 'Christian Dior', '2019']",2020-06-27 08:00:21+00:00,5464.0,125.0,,,2.0,PT2M21S,hd,true,Saturday,141.0,3,"['Maria', 'Grazia', 'Chiuri', '&', 'Brigitte', 'Niedermair', 'Dior', 'Fall', '2020', 'Campaign']"
610,xhxV89PkLD8,Christian Dior,Jennifer Lawrence for the Dior Fall 2020 Collection,"Discover the Fall 2020 collection by Maria Grazia Chiuri through the campaign video,  featuring actress and House muse Jennifer Lawrence in strong, primarily monochrome looks accessorized with bags such as the ‘Saddle’ and ’30 Montaigne’ bags, showcasing the eternality of the Dior style and celebrating the feminine beauty and modernity of pure lines.","['Dior', 'Christian Dior', '2019']",2020-06-26 07:45:01+00:00,59800.0,1247.0,,,55.0,PT1M1S,hd,false,Friday,61.0,3,"['Jennifer', 'Lawrence', 'Dior', 'Fall', '2020', 'Collection']"
611,6YIAidw_Npc,Christian Dior,Embroidered 'Lady D-Lite' Bag Savoir-Faire,"The legendary 'Lady Dior' bag has been reinvented for Spring-Summer 2020 by Maria Grazia Chiuri as the 'Lady D-Lite'. Fully embroidered, like the 'Dior Book Tote', with over a million stitches, the 'Lady D-Lite' offers a fresh, youthful take on a classic. Featuring a wide, detachable strap, its signature 'Christian Dior' stripe can be personalized at the back.

#DIOR #DiorSavoirFaire","['Dior', 'Christian Dior', '2019']",2020-06-24 14:00:11+00:00,4390430.0,52776.0,,,211.0,PT1M20S,hd,false,Wednesday,80.0,3,"['Embroidered', ""'Lady"", ""D-Lite'"", 'Bag', 'Savoir-Faire']"
612,gwBmu6zgLkM,Christian Dior,'La D de Dior Satine' Watch Savoir-Faire,"The 'La D de Dior Satine' watch by Victoire de Castellane evokes the delicate femininity of a ribbon wrapped around the wrist in expertly worked supple Milanese mesh. In a fusion of Dior jewelry and Swiss watchmaking savoir-faire, it features a delicate dial cut from precious minerals or hardstones such as mother-of-pearl, malachite and lapis lazuli, and encircled by a bezel twinkling with tiny diamonds or worked to resemble a woven fabric, and accented with a diamond-set crown and buckle.","['Dior', 'Christian Dior', '2019']",2020-06-22 10:43:12+00:00,463783.0,1593.0,,,7.0,PT1M24S,hd,false,Monday,84.0,3,"[""'La"", 'D', 'de', 'Dior', ""Satine'"", 'Watch', 'Savoir-Faire']"
613,R7r3uUn-d0Y,Christian Dior,Cara Delevingne Presents Dior Joaillerie’s Lucky Charms,"Model and actress Cara Delevingne, the face of Dior Joaillerie, in this video plays magic tricks with new creations from the ‘Rose des Vents’ and ‘Rose Celeste’ collections by Victoire de Castellane. From multicolored compass rose chokers to rings set with medallions which turn to switch between a sun in chased yellow gold on one side and a diamond-encrusted moon on the other, (re)discover the lucky talismans so adored by Monsieur Dior.","['Dior', 'Christian Dior', '2019']",2020-06-18 15:00:12+00:00,293996.0,1704.0,,,6.0,PT31S,hd,false,Thursday,31.0,3,"['Cara', 'Delevingne', 'Presents', 'Dior', 'Joaillerie’s', 'Lucky', 'Charms']"
614,z3Hx6Ca8JXc,Christian Dior,Dior Men's Fall 2020 Collection,"Evoking the sun-drenched spirit of Florida, the Fall 2020 men’s looks by Kim Jones are captured in a setting inspired by the scenography of the show held in Miami in December 2019. Resulting from a collaboration with artist Shawn Stussy, a legendary figure of the surf and streetwear scene, the undulating graffiti-like motif also appears on pieces from ‘B23’ sneakers to an exclusive beaded version of the ‘Saddle’ bag.","['Dior', 'Christian Dior', '2019']",2020-06-16 14:21:46+00:00,681269.0,838.0,,,7.0,PT30S,hd,false,Tuesday,30.0,3,"['Dior', ""Men's"", 'Fall', '2020', 'Collection']"
615,f81Dn2Sn0Ks,Christian Dior,Tales of the Wild – GAUCHO,"Tales of the Wild – GAUCHO
Jakob Von Plessen

Take a moment to travel with us from home. A breathtaking journey among the horses of the magnificent Patagonia.

Directors : Clément Beauvais and Arthur de Kersauson

More on: http://www.dior.com/
Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2019']",2020-06-15 12:51:03+00:00,12878.0,396.0,,,1.0,PT6M28S,hd,true,Monday,388.0,3,"['Tales', 'Wild', '–', 'GAUCHO']"
